Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3161,Ahmed,Williams,student2161@university.com,Male,22,CS,88.1,44.67,52.78,62.95,60.08,4.99,63.54,51.66,B,28,Yes,Yes,High School,Medium,6,7.3
S3162,John,Jones,student2162@university.com,Male,24,Engineering,76.23,47.26,81.36,92.43,50.03,5.03,63.78,98.43,F,16.4,No,Yes,High School,High,8,5.8
S3163,Maria,Williams,student2163@university.com,Male,23,CS,50.66,99.26,52.34,90.13,98.18,3.67,74.19,59.07,C,16.4,No,Yes,None,Low,3,4
S3164,Emma,Johnson,student2164@university.com,Male,23,Engineering,86.81,69.26,60.36,55.05,72.05,4.95,61.55,63.78,B,26.7,Yes,No,None,Low,10,5.3
S3165,Omar,Davis,student2165@university.com,Female,19,CS,86.61,54.29,53.65,,50.65,4.27,99.64,90.46,A,12.4,No,Yes,,Low,8,7.9
S3166,Liam,Smith,student2166@university.com,Female,22,CS,58.26,86.18,54.7,86.09,50.45,8.23,52.15,59.49,D,22.4,Yes,Yes,,Low,9,5.7
S3167,Omar,Brown,student2167@university.com,Male,23,CS,97.83,55.86,40.28,85.79,64.42,0.3,72.57,70.05,A,23,No,Yes,Bachelor's,Low,5,5.9
S3168,Emma,Williams,student2168@university.com,Male,19,CS,61.2,83.63,92.84,86.16,50.7,8.68,77.42,93.25,B,16.1,Yes,Yes,PhD,High,5,4.4
S3169,Liam,Johnson,student2169@university.com,Female,20,Business,72.89,90.24,57.76,58.47,68.73,2.44,73.35,81.86,B,13.3,No,Yes,,Low,7,7
S3170,John,Brown,student2170@university.com,Female,22,CS,,87.06,45.18,,53.15,7.22,76.03,65.1,C,23.7,Yes,No,Master's,Low,4,7.1
S3171,Emma,Brown,student2171@university.com,Female,21,CS,80.16,56.44,45.22,92.21,51.96,4.05,99.38,82.2,B,11.4,No,Yes,,Medium,3,6.2
S3172,Ahmed,Jones,student2172@university.com,Female,18,Engineering,68.77,64.1,73.36,94.92,83.47,2.94,93.85,90.63,F,25.5,No,Yes,PhD,Low,3,7.8
S3173,Sara,Brown,student2173@university.com,Female,21,Engineering,,64.8,99.58,63.96,95.34,6.15,65.42,70.19,F,15.4,No,Yes,PhD,Low,9,8.4
S3174,Ali,Davis,student2174@university.com,Male,24,CS,91.35,69.48,48.7,51.15,70.47,7.69,77.57,78.58,B,5.5,No,Yes,PhD,Low,10,7.8
S3175,Omar,Johnson,student2175@university.com,Male,22,CS,50.48,50.04,45.98,92.99,91.84,4.5,50.02,99.4,C,19.2,No,Yes,None,High,1,6.7
S3176,Maria,Johnson,student2176@university.com,Female,23,Mathematics,89.9,67.15,66.3,68.85,51.46,4.67,70.48,98.23,A,9.9,No,Yes,None,Low,9,8.7
S3177,Maria,Williams,student2177@university.com,Female,19,Engineering,78.57,70.65,73.8,,88.88,0.59,58.19,75.45,D,16.7,No,Yes,PhD,Low,8,5.9
S3178,John,Williams,student2178@university.com,Male,24,CS,99.3,71.9,57.66,67.35,53.14,9.24,85.57,54.81,A,25.2,No,Yes,,High,1,7.3
S3179,Liam,Williams,student2179@university.com,Female,22,Engineering,79.47,89.19,58.15,70.78,91.92,8.47,61.05,85.03,F,9.8,No,Yes,None,Low,8,6.9
S3180,Maria,Davis,student2180@university.com,Male,18,CS,,71.04,65.47,68.91,94.12,3.98,87.44,63.43,F,10.2,No,Yes,PhD,Medium,4,8.2
S3181,Ahmed,Brown,student2181@university.com,Male,22,CS,52.53,53.85,58.85,78.32,89.3,7.65,65.66,83.47,D,16.8,No,No,Master's,Low,6,6.5
S3182,Omar,Brown,student2182@university.com,Male,24,Engineering,,79.79,94.92,53.95,91.04,3.13,96.29,67.59,F,16.9,Yes,Yes,PhD,Medium,8,6.8
S3183,Emma,Jones,student2183@university.com,Male,19,Business,,87.84,42.52,98.58,78.07,7.3,72.27,85.94,A,16.3,No,Yes,,Medium,1,6.3
S3184,Ahmed,Davis,student2184@university.com,Female,21,CS,67.29,59.16,54.07,96.82,63.24,5.17,91.98,68.37,C,22.4,Yes,Yes,PhD,Low,4,4.7
S3185,John,Williams,student2185@university.com,Female,20,Business,80.9,78.72,88.51,96.72,82.16,4.61,81.41,97.06,F,11.7,No,Yes,,High,2,8.4
S3186,Ahmed,Smith,student2186@university.com,Male,21,CS,74.48,48.82,90.04,93.96,71.98,0.57,98.87,56.83,C,11.5,Yes,Yes,Master's,Medium,1,8.3
S3187,Emma,Jones,student2187@university.com,Female,19,CS,98.36,60.52,46.69,83.02,50.27,9.65,87.14,53.42,A,5.6,No,Yes,Master's,Medium,4,7.5
S3188,Sara,Smith,student2188@university.com,Female,24,CS,97.5,94.55,98.43,61.06,73.84,8.37,86.39,89.06,A,14.5,No,Yes,,Medium,3,5.7
S3189,John,Brown,student2189@university.com,Female,19,CS,99.19,94.68,81.6,52.47,82.56,7.93,63.24,70.07,A,9.9,Yes,Yes,PhD,Medium,9,5.8
S3190,Sara,Jones,student2190@university.com,Female,18,Mathematics,93.32,74.52,56.36,54.97,50.69,3.05,75.24,73.28,B,19.8,No,No,None,Medium,1,4.2
S3191,Ali,Jones,student2191@university.com,Male,22,Engineering,95.48,82.14,67.36,66.2,81.07,2.9,64.51,96.69,A,9.5,No,Yes,Bachelor's,Low,6,4.4
S3192,Sara,Johnson,student2192@university.com,Female,22,CS,60.86,91.24,57.83,75.19,82.63,5.73,50.96,79.5,A,27.4,No,No,Bachelor's,Low,4,6.6
S3193,Ali,Brown,student2193@university.com,Male,21,Mathematics,91.55,97.51,49,99.66,57.91,8.46,85.53,83.01,A,26.2,No,Yes,High School,Low,4,4.2
S3194,Ali,Brown,student2194@university.com,Male,24,Business,85.44,69.39,57.47,71.77,71.55,9.35,61.79,50.97,A,24.1,No,Yes,,Low,3,4.5
S3195,Sara,Davis,student2195@university.com,Female,20,Business,98.14,73.69,74.81,76.23,98.22,2.69,69.87,83.53,A,25.2,Yes,Yes,,High,2,5.3
S3196,John,Jones,student2196@university.com,Male,20,Mathematics,78.56,64.94,89.56,84.76,94.21,6.07,64.23,69.42,C,29,No,Yes,Bachelor's,High,4,5.9
S3197,Liam,Brown,student2197@university.com,Female,18,CS,54.26,44.32,61.81,59.04,70.54,7.24,59.98,73.01,C,13,No,Yes,,Low,7,6.4
S3198,Emma,Jones,student2198@university.com,Female,19,Business,79.87,65.37,60.87,96.64,67.49,2.26,53.36,90.4,F,29.5,No,Yes,Master's,Low,7,5.6
S3199,Ahmed,Davis,student2199@university.com,Male,18,Engineering,84.33,87.44,68.08,76.45,56.2,4.07,66.89,76.19,A,27.3,Yes,Yes,,Medium,1,8.7
S3200,Ahmed,Davis,student2200@university.com,Female,22,Business,61.02,88.29,78.67,63.81,51.76,1.87,54.09,99.34,B,14,No,No,Master's,Low,10,8.8
S3201,Emma,Johnson,student2201@university.com,Male,23,Business,69.71,93.54,85.1,96.76,64.87,6.99,77.02,89.84,D,26.6,No,Yes,Master's,Medium,3,4.3
S3202,Omar,Jones,student2202@university.com,Male,23,CS,,43.09,59.61,81.27,97.01,8.64,50.98,86.43,D,27.4,Yes,Yes,High School,Medium,4,8.9
S3203,Omar,Brown,student2203@university.com,Female,23,Business,68.71,71.63,75.18,74.18,97.93,8.78,97,79.43,A,5.9,No,Yes,,Medium,3,4.9
S3204,Ali,Brown,student2204@university.com,Female,19,CS,68.75,46.45,63.36,79.01,90.63,6.7,98.32,70.62,F,26.9,Yes,Yes,High School,Medium,6,5.7
S3205,Ali,Jones,student2205@university.com,Female,18,CS,56.65,52.04,82.98,87.42,67.54,3.47,65.23,52.64,C,15.8,No,Yes,Bachelor's,Low,7,8.2
S3206,John,Jones,student2206@university.com,Male,24,CS,97.04,94.01,49.88,57.73,57.18,6.61,63.01,50.92,A,25.3,No,Yes,None,Low,4,7.4
S3207,Maria,Jones,student2207@university.com,Female,21,Mathematics,87.52,69.81,55.42,93.24,79.78,8.64,55.22,52.34,A,7.8,No,Yes,High School,Low,7,4.3
S3208,Sara,Williams,student2208@university.com,Male,22,CS,50.06,85.51,65.56,,82.33,6.26,95.25,97.94,C,9.3,No,Yes,None,Medium,6,7.9
S3209,Ali,Brown,student2209@university.com,Male,23,Engineering,88.28,43.86,93.36,78.35,71.23,4.13,79.34,66.16,A,29.5,No,Yes,,Low,1,7.3
S3210,Ahmed,Davis,student2210@university.com,Female,24,CS,86.99,65.01,74.4,84.11,84.58,9.2,80.51,85.03,B,15.4,Yes,Yes,None,High,1,8.8
S3211,John,Brown,student2211@university.com,Female,20,Mathematics,50.49,80.45,97.92,,87.33,8.35,94.79,79.72,C,25,Yes,Yes,,Low,4,8.6
S3212,Sara,Williams,student2212@university.com,Female,18,CS,68.48,48,46.2,68.74,89.15,8.82,95.54,78.58,A,23.8,Yes,Yes,PhD,Medium,7,8.9
S3213,John,Jones,student2213@university.com,Male,22,Business,80.34,59.55,67.61,,75.11,9.03,91.42,78.96,B,24.7,No,Yes,Bachelor's,Low,4,6.3
S3214,Sara,Johnson,student2214@university.com,Female,22,Business,72.64,43.87,65.14,84.03,89.58,3.94,88.67,65.11,A,24.1,No,Yes,,High,7,7.5
S3215,Sara,Jones,student2215@university.com,Male,20,Engineering,88.9,79.08,76.01,71.2,51.27,8.6,93.86,94.33,A,27.8,No,Yes,Master's,Low,6,8.8
S3216,Emma,Jones,student2216@university.com,Female,20,CS,,98.25,88.72,83.87,84.02,5.7,93.8,95.96,B,19.8,Yes,Yes,High School,Medium,4,4
S3217,Ali,Williams,student2217@university.com,Female,20,Business,57.69,89.62,90.49,76.08,61.78,0.38,68.43,82.23,D,15.6,Yes,Yes,,High,10,7.9
S3218,Liam,Brown,student2218@university.com,Male,23,Mathematics,98.82,98.48,80.21,55.58,63.53,6.36,98.67,93.2,B,28.1,No,Yes,,Low,8,4.3
S3219,John,Jones,student2219@university.com,Male,23,Business,,90.74,78.49,89.79,54.57,4.71,85.46,53,D,13.9,No,Yes,Bachelor's,Medium,1,9
S3220,Liam,Brown,student2220@university.com,Female,18,CS,85.88,91.31,96.94,78.22,59.62,2.75,68.51,55.02,B,20.8,No,Yes,None,Medium,7,4.1
S3221,John,Smith,student2221@university.com,Female,20,Business,57.16,74.63,63.02,89.79,99.6,9.7,72.1,77.95,C,26.4,Yes,Yes,PhD,Low,1,6.8
S3222,Emma,Davis,student2222@university.com,Female,21,CS,66.45,71.1,89.97,57.75,70.77,0.55,84.36,92.33,C,27.9,No,No,Master's,Medium,6,6.6
S3223,Ahmed,Brown,student2223@university.com,Female,22,Engineering,72.1,64.38,95.29,76.92,96.39,9.46,68.05,65.77,C,28.7,Yes,Yes,High School,Medium,7,5.5
S3224,Liam,Johnson,student2224@university.com,Female,20,Business,59.61,89.09,69.49,88.33,58.14,1.59,91.33,77.4,C,21.5,No,Yes,None,Low,6,7.7
S3225,Ahmed,Davis,student2225@university.com,Male,22,CS,72.5,50.92,83.75,99.42,60.2,3.77,57.4,50.5,C,23,No,Yes,Master's,Medium,4,5.3
S3226,Omar,Johnson,student2226@university.com,Male,19,Business,57.86,43.37,62.62,,77.89,4.17,95.38,99.33,D,17.4,No,Yes,Master's,Medium,8,5.5
S3227,Ali,Jones,student2227@university.com,Male,24,Engineering,77.95,96.87,49.53,93.22,67.48,7.31,65.06,88.35,D,12.1,No,Yes,Bachelor's,Medium,8,4.9
S3228,Ali,Davis,student2228@university.com,Male,19,Business,83.19,40.23,75.19,62.37,82.2,2.16,57.64,68.07,C,5.4,No,No,Master's,High,2,7.6
S3229,Maria,Brown,student2229@university.com,Female,20,CS,53.12,98.61,51.79,91.9,71.1,9.86,92.9,99.15,C,10.6,No,Yes,,Medium,1,4.9
S3230,Emma,Davis,student2230@university.com,Male,22,Engineering,93.56,83.73,67.46,58.46,90.58,7.49,61.97,54.62,B,29.5,Yes,Yes,Master's,Medium,8,8.5
S3231,Ahmed,Jones,student2231@university.com,Male,24,Business,59.26,59.71,92.37,59.91,71.58,7.9,92.17,73.21,C,25.2,No,Yes,,High,7,5.4
S3232,Sara,Williams,student2232@university.com,Male,19,CS,61.27,81.87,45.16,55.51,78.62,1.06,64.81,52.94,A,17,No,Yes,None,Medium,10,6.6
S3233,John,Johnson,student2233@university.com,Female,20,CS,83.07,89.07,41.83,92.88,66.05,4.76,96.69,66.75,F,13.6,Yes,Yes,Master's,Medium,2,6.4
S3234,Ali,Jones,student2234@university.com,Male,22,Mathematics,73.44,54.72,76.39,55.41,85.2,9.46,60.95,60.97,B,6.6,No,Yes,Bachelor's,Low,5,7.5
S3235,Liam,Williams,student2235@university.com,Female,20,CS,74.97,86.25,59.86,56.91,82.74,2.7,53.48,65.83,C,5.3,Yes,Yes,Master's,Low,5,5.2
S3236,John,Davis,student2236@university.com,Male,23,Mathematics,56.41,88.26,65.08,62.29,69.85,1.45,96.83,97.37,F,23.9,No,Yes,PhD,Medium,7,8.2
S3237,John,Davis,student2237@university.com,Female,22,CS,90.29,54.96,64.34,,63.8,4.85,58.28,71.36,A,29.6,Yes,Yes,PhD,High,2,7.7
S3238,Maria,Jones,student2238@university.com,Male,19,CS,80.85,42.52,45.2,94.01,80.71,9.3,97.21,66.24,C,11.3,No,Yes,High School,Low,9,5.7
S3239,Ahmed,Brown,student2239@university.com,Female,20,Business,,52.25,40.21,70.91,97.16,4.87,91.2,82.04,C,11.9,No,Yes,PhD,Medium,9,4.6
S3240,Ali,Davis,student2240@university.com,Male,19,Engineering,68.7,52.04,93.91,77.31,56.63,4.05,54.1,84.17,A,28.4,No,Yes,High School,Low,5,6.5
S3241,John,Brown,student2241@university.com,Female,20,Engineering,90.52,43.91,53.07,,89.96,6.5,72.26,99.19,A,20.1,No,Yes,High School,Medium,2,8.9
S3242,Ali,Brown,student2242@university.com,Female,18,Engineering,78.42,83.56,65.56,63.3,77.15,9.37,53.67,77.3,A,9.3,No,Yes,High School,Medium,7,4.1
S3243,Sara,Brown,student2243@university.com,Male,19,Business,55.43,62.8,98.32,56.7,76.28,0.49,66.49,87.63,F,6.1,No,Yes,High School,Medium,4,8.2
S3244,Maria,Smith,student2244@university.com,Female,19,CS,68.64,93.06,89.61,70.5,98.08,1.53,67.58,69.11,D,19.1,Yes,Yes,,Low,3,7.5
S3245,Sara,Williams,student2245@university.com,Female,21,Engineering,62.13,55.13,46.48,79.52,80.29,1.33,79.98,58.55,C,16.3,No,Yes,None,Low,7,4.9
S3246,Ali,Williams,student2246@university.com,Male,24,CS,75.87,67.19,70.51,64.2,91.53,0.85,98.79,71.49,B,15.8,No,Yes,PhD,High,7,6.4
S3247,Omar,Davis,student2247@university.com,Male,23,Engineering,92.17,78.34,83.8,92.3,75.72,3.02,58.49,70.94,A,29.2,Yes,Yes,PhD,Medium,1,7.1
S3248,Liam,Davis,student2248@university.com,Female,19,CS,71.81,92.65,81.9,99.06,62.49,2.29,66.46,71.03,D,11.6,No,Yes,PhD,Low,7,7.5
S3249,Ali,Brown,student2249@university.com,Male,22,CS,71.67,71.48,85.65,56.01,84.72,5.49,79.36,84.77,D,17.2,No,Yes,High School,Low,10,8.6
S3250,Ahmed,Smith,student2250@university.com,Male,24,Engineering,95.27,62.41,67.45,,96.16,3.27,58.57,70.3,A,10.3,No,Yes,Bachelor's,Low,5,8.4
S3251,John,Brown,student2251@university.com,Male,20,CS,78.81,92.02,50.56,89.49,92.06,4.05,85.54,97.71,C,13,Yes,Yes,None,Medium,7,5.6
S3252,John,Smith,student2252@university.com,Female,18,CS,78.31,58.61,67.89,59.53,59.92,9.42,70.18,99.14,A,24.1,No,Yes,Bachelor's,Medium,8,4.6
S3253,Sara,Brown,student2253@university.com,Female,22,Engineering,,44.77,78.87,67.66,65.84,1.56,97.48,76.17,D,9.9,Yes,No,Bachelor's,High,10,4.5
S3254,Liam,Johnson,student2254@university.com,Female,24,Engineering,80.39,66.7,76.52,69.71,75.84,3.88,81.49,77.92,C,21.9,No,Yes,PhD,High,7,8.8
S3255,Maria,Johnson,student2255@university.com,Female,22,Business,78.8,87.11,44.23,95.83,78.58,2.57,68.15,70.38,B,8.2,No,No,Bachelor's,Medium,10,8.8
S3256,Omar,Jones,student2256@university.com,Female,22,Engineering,69.84,41.85,43.9,82.94,59.69,5.49,85.97,67.78,B,9.8,No,Yes,Master's,Medium,2,8.1
S3257,Emma,Brown,student2257@university.com,Female,22,CS,99.53,75.15,97.92,52.03,61.5,7.36,91.94,99.27,A,5.6,No,Yes,Bachelor's,Medium,4,8.9
S3258,Liam,Davis,student2258@university.com,Female,24,Engineering,94.09,75.67,49.11,50.74,87.94,8.17,90.02,52.03,A,20.8,No,Yes,,Medium,6,5.4
S3259,John,Williams,student2259@university.com,Male,18,CS,87.48,95.71,57.67,59.98,86.52,5.15,63.14,70.5,A,29.8,Yes,Yes,PhD,Medium,9,8.1
S3260,Ahmed,Jones,student2260@university.com,Female,21,Business,76.87,57.19,86.06,65.91,91.96,8.55,70.85,57.57,B,21.4,No,Yes,Bachelor's,Low,5,6.5
S3261,Liam,Davis,student2261@university.com,Female,23,Mathematics,,56.73,64.58,74.23,96.65,7.85,72.61,86.31,D,28.1,Yes,Yes,High School,Low,2,8
S3262,Sara,Johnson,student2262@university.com,Male,19,Engineering,59.24,66.43,50.89,91.89,65.41,1.57,69.42,59.72,C,18.2,No,Yes,,High,4,7.1
S3263,Sara,Brown,student2263@university.com,Male,24,Engineering,65.29,61.41,68.03,,92.98,2.45,65.54,94.23,B,22,No,Yes,Master's,Medium,8,8.2
S3264,Emma,Jones,student2264@university.com,Male,22,CS,88.7,84.18,74.14,68.83,83.3,6.72,87.64,68.72,A,28.1,No,No,,Medium,4,6
S3265,Ahmed,Brown,student2265@university.com,Female,19,Engineering,,78.51,67.17,66.47,97.89,9.75,50.61,95.86,B,7.2,Yes,Yes,High School,High,8,8.9
S3266,Maria,Johnson,student2266@university.com,Male,24,Business,94.11,85.54,95.14,50.45,63.6,3.76,64.68,99.33,A,19.9,No,Yes,Bachelor's,Medium,4,5.1
S3267,Liam,Jones,student2267@university.com,Female,19,CS,57.4,89.2,57.08,97.76,63.48,2.3,57.08,88.56,F,19.4,No,Yes,PhD,Low,8,7.4
S3268,Ahmed,Johnson,student2268@university.com,Female,22,CS,75.42,95.38,79.68,56.95,85.21,8.69,56.44,81.16,F,5.8,No,Yes,None,Medium,3,8
S3269,Maria,Smith,student2269@university.com,Female,21,Engineering,82.35,65.86,46.74,64.38,96.42,2,63.85,57.5,C,8.9,No,Yes,Bachelor's,Low,4,6.9
S3270,Ahmed,Johnson,student2270@university.com,Male,24,Business,,99.08,63.54,56.47,91.23,6.97,88.11,96.65,C,18.8,Yes,Yes,,Low,10,5.5
S3271,Ahmed,Brown,student2271@university.com,Male,19,CS,94.46,52.94,84.46,,86.35,0.34,98.47,88.84,A,17.4,Yes,Yes,,High,9,6.8
S3272,Ali,Williams,student2272@university.com,Female,20,Mathematics,99.48,82.86,53.49,96.61,69.37,0.19,75.73,64.4,B,13.6,No,Yes,,Medium,5,6.5
S3273,Sara,Johnson,student2273@university.com,Female,19,CS,55.79,72.04,75.39,55.04,85.89,4.52,66.95,73.43,D,22.4,No,Yes,High School,High,3,5
S3274,Liam,Davis,student2274@university.com,Female,23,CS,56.5,89.01,49.21,72.04,90.05,6.57,91.46,53.38,C,14,No,Yes,None,High,3,7.8
S3275,Ahmed,Williams,student2275@university.com,Male,22,Business,56.52,68.61,46.16,51.12,87.66,1.42,53.36,82.95,D,24.2,No,Yes,Master's,Medium,4,5.3
S3276,Liam,Smith,student2276@university.com,Female,18,CS,84.06,87.04,71.39,88.54,83.84,7.64,54.66,56.26,F,25.2,No,Yes,High School,High,2,8.2
S3277,Emma,Jones,student2277@university.com,Male,19,Engineering,68.63,95.81,80.5,82.06,52.36,1.29,67.27,82.58,B,21.1,Yes,Yes,PhD,Medium,7,5.1
S3278,Ahmed,Jones,student2278@university.com,Female,21,CS,,83.94,46.8,84.98,82.99,5.34,72.42,83.58,F,12,No,No,Master's,Low,7,6.5
S3279,John,Williams,student2279@university.com,Male,20,CS,70.27,86.57,95.07,73.62,73.91,3.08,89.89,66.23,A,25.1,No,Yes,Bachelor's,Medium,9,7.5
S3280,Sara,Jones,student2280@university.com,Female,20,CS,81.38,44.03,53.55,95.38,98.08,7.52,96.26,97.43,D,11.3,No,Yes,None,Low,8,9
S3281,John,Johnson,student2281@university.com,Male,18,Mathematics,88.49,52.3,47.2,,80.36,8.04,76.56,88.95,B,12.6,No,Yes,Master's,Low,3,5.4
S3282,Liam,Williams,student2282@university.com,Male,23,Engineering,77.41,98.46,52.16,75.7,80.41,0.66,74.78,74.84,B,20.2,Yes,Yes,High School,Low,5,7.2
S3283,Liam,Brown,student2283@university.com,Male,18,Business,76.98,81.59,50.17,,99.7,1.93,60.65,95.93,B,22.2,No,Yes,Master's,Medium,8,4.8
S3284,Sara,Johnson,student2284@university.com,Male,23,CS,54.41,73.69,45.44,76.03,54.68,8.93,72.56,92.79,F,14.3,Yes,Yes,PhD,Low,8,8.1
S3285,Liam,Johnson,student2285@university.com,Male,19,Engineering,70.54,62.02,87.87,59.47,63.82,4.16,96.18,84.61,F,19.8,No,Yes,,Low,2,8.3
S3286,John,Johnson,student2286@university.com,Male,22,Engineering,77.29,42.66,69.73,65.85,82.8,4.77,69.64,57.65,A,11.2,No,Yes,,Medium,1,8.4
S3287,Ahmed,Brown,student2287@university.com,Female,21,Mathematics,73.1,62.15,63.31,54.61,65.76,1.68,60.53,74.85,A,24.9,No,No,None,Medium,5,8.7
S3288,Ahmed,Smith,student2288@university.com,Female,20,Business,95.04,69.93,97.04,71.63,67.31,9.95,66.86,93.22,A,29.8,No,Yes,Bachelor's,Low,1,5.8
S3289,Ali,Davis,student2289@university.com,Female,18,Business,,52.69,62.26,80.47,94.63,9.23,75.73,80.44,F,22.5,No,Yes,,High,7,7.3
S3290,Emma,Jones,student2290@university.com,Female,21,CS,91.1,50.39,50.02,55.93,78.97,0.02,79.93,77.28,A,13,Yes,Yes,,Medium,8,5.6
S3291,Liam,Williams,student2291@university.com,Male,23,Engineering,68.76,70.5,56.44,,55.14,5.51,71.62,97.76,D,13.7,No,Yes,,High,6,8
S3292,John,Smith,student2292@university.com,Female,22,Engineering,85.86,75.15,54.34,94.64,65.54,8.72,87.93,50.83,A,5.8,No,Yes,,Low,3,6.1
S3293,Liam,Williams,student2293@university.com,Male,20,Mathematics,69.76,54.4,69.92,66.89,53.8,4.31,79.22,50.6,A,21.2,No,Yes,High School,High,10,6.8
S3294,Liam,Jones,student2294@university.com,Male,20,CS,61.63,75.24,57.49,61.1,77.81,4.37,83.25,94.64,F,20,Yes,Yes,Bachelor's,High,1,4.7
S3295,Maria,Brown,student2295@university.com,Male,23,CS,,94.02,70.96,94.65,58.66,3.79,93.15,51.93,F,28.9,No,Yes,Master's,Medium,2,8.3
S3296,Ali,Johnson,student2296@university.com,Female,22,Engineering,53.55,68.39,80.16,84.6,92.86,0.29,93.28,66.63,D,15.1,Yes,Yes,,High,2,6.4
S3297,John,Johnson,student2297@university.com,Male,20,CS,66.59,91.44,86.64,55.27,78.87,7.9,60.18,96.2,B,28.3,No,Yes,,Medium,10,7.2
S3298,John,Brown,student2298@university.com,Female,22,CS,73.04,95.64,82.61,70.41,52.97,4.57,81.17,84.56,A,24,Yes,Yes,Master's,Low,2,7.3
S3299,Liam,Smith,student2299@university.com,Female,20,Business,97.77,45.54,52.34,83.7,65.04,5.31,85.83,82.41,A,12.2,No,Yes,,High,10,5.4
S3300,Ali,Smith,student2300@university.com,Female,19,Engineering,65.67,45.75,46.95,78.72,80.82,2.56,57.29,82.85,B,5.4,No,Yes,Master's,Medium,5,8
S3301,Ahmed,Williams,student2301@university.com,Female,23,Business,95.12,68.56,72.55,,66.77,7.84,92.14,65.88,A,23.2,No,Yes,,Low,2,8.2
S3302,John,Brown,student2302@university.com,Female,22,Business,,75.29,51.93,78.36,75.66,7.94,59.02,76.53,D,17.4,No,No,,Low,9,6.6
S3303,Ahmed,Smith,student2303@university.com,Male,21,CS,59.55,65.55,45.1,89.9,95.47,5.53,89.96,81.5,D,29,No,Yes,PhD,Medium,6,8.5
S3304,Ali,Brown,student2304@university.com,Male,19,Engineering,75.95,59.59,71.63,66.02,67.5,9.05,58.07,65.29,F,5.6,Yes,Yes,PhD,Medium,7,4.8
S3305,Ahmed,Jones,student2305@university.com,Female,24,CS,83.63,78.46,59.61,85.42,66.79,1.16,87.09,89.77,F,18,No,Yes,Bachelor's,High,3,6.1
S3306,Sara,Johnson,student2306@university.com,Male,21,Mathematics,52.22,40.12,85.37,99.55,90.99,7.87,57.41,66.09,F,24.7,No,Yes,,Medium,10,4.2
S3307,Maria,Johnson,student2307@university.com,Female,23,Engineering,61.05,98.08,58.85,69.5,65.94,5.59,68.94,53.57,A,24.7,No,Yes,,Medium,7,6
S3308,Omar,Johnson,student2308@university.com,Male,20,CS,72.78,53.92,98.72,89.55,53.9,2.31,57.18,60.07,B,21.8,No,Yes,,Medium,4,9
S3309,John,Brown,student2309@university.com,Male,24,CS,66.55,95.03,85.51,62.31,59.05,1.32,63.54,70.42,D,14.9,No,Yes,Bachelor's,Medium,8,6.3
S3310,Emma,Brown,student2310@university.com,Male,21,Engineering,85.63,46.54,43.46,64.09,97.44,3.01,99.23,95.4,B,6.7,No,Yes,High School,Medium,9,6.1
S3311,Maria,Williams,student2311@university.com,Male,19,CS,75.56,54.29,70.53,96.74,96.66,8.56,55.38,70.79,C,12.5,No,Yes,None,Medium,5,7.4
S3312,Omar,Johnson,student2312@university.com,Male,24,CS,58.02,54.09,73.76,51.3,61.24,7.88,70.32,54.49,D,21.3,Yes,Yes,High School,High,3,4.2
S3313,Ahmed,Williams,student2313@university.com,Male,24,Business,94.72,99.77,81.72,60.87,77.68,6.45,83.85,59.82,A,24.3,No,No,None,Medium,6,5.8
S3314,John,Johnson,student2314@university.com,Male,22,Business,64.65,40.28,69.87,74.15,56.87,0.9,54.73,77.22,A,25.4,No,Yes,Bachelor's,Medium,3,6.7
S3315,Ahmed,Williams,student2315@university.com,Male,18,CS,86.56,78.38,69.01,70.09,83.73,9.55,55.45,58.88,B,24.4,No,Yes,PhD,High,6,6.4
S3316,Sara,Williams,student2316@university.com,Male,21,Engineering,89,92.18,62.08,81.46,59.27,3.05,57.16,53.2,A,13.1,Yes,Yes,PhD,High,7,7.2
S3317,Ali,Jones,student2317@university.com,Male,18,Business,98.16,80.34,56.29,59.64,52.49,6.07,82.25,85.74,B,22.4,No,No,Bachelor's,Low,6,4.7
S3318,John,Williams,student2318@university.com,Male,23,CS,74.93,61.76,96.77,53.53,91.24,8.03,95.47,89.22,C,29.2,Yes,Yes,None,Medium,4,6
S3319,Omar,Brown,student2319@university.com,Male,21,Business,80.79,97.5,59.06,68.47,66.27,1.33,91.3,92.53,C,8.4,No,No,Bachelor's,High,7,7.2
S3320,Omar,Williams,student2320@university.com,Male,21,CS,66.74,93.61,43.81,76.22,55.43,6.52,99.15,92.2,C,23.3,Yes,Yes,,High,2,5.5
S3321,Sara,Johnson,student2321@university.com,Female,22,Engineering,83.91,66.04,50.04,78.1,91.7,0.32,78.91,68.96,F,15.2,No,Yes,Bachelor's,Low,5,7.1
S3322,Sara,Williams,student2322@university.com,Male,20,Engineering,73.17,74.4,91.44,,88.12,1.02,98.07,86.72,A,10.6,No,Yes,,Medium,6,8.8
S3323,Liam,Smith,student2323@university.com,Male,19,Engineering,71.88,98.05,75.2,77.43,84.19,7.23,65.25,79.18,F,13,Yes,Yes,,Low,6,8.7
